# SIGMA_QGP=1, SIGMA_HAD=0.2
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.175, BARYON_FUDGE=0.8
# ------- normalization=0.242318 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3570  0.0001  0.0604  0.1184  0.1783
0.150  0.3307  0.0001  0.0568  0.1095  0.1644
0.250  0.3002  0.0001  0.0529  0.0987  0.1486
0.350  0.2680  0.0001  0.0486  0.0871  0.1323
0.450  0.2342  0.0001  0.0440  0.0749  0.1153
0.550  0.2007  0.0001  0.0394  0.0627  0.0985
0.650  0.1689  0.0001  0.0352  0.0514  0.0823
0.750  0.1402  0.0000  0.0309  0.0410  0.0683
0.850  0.1137  0.0000  0.0267  0.0320  0.0550
0.950  0.0902  0.0000  0.0225  0.0243  0.0434
1.050  0.0697  0.0000  0.0189  0.0179  0.0328
1.150  0.0519  0.0000  0.0153  0.0129  0.0238
1.250  0.0376  0.0000  0.0121  0.0088  0.0167
1.350  0.0261  0.0000  0.0092  0.0058  0.0111
1.450  0.0171  0.0000  0.0066  0.0036  0.0069
1.550  0.0102  0.0000  0.0043  0.0020  0.0039
1.650  0.0051  0.0000  0.0023  0.0009  0.0018
1.750  0.0015  0.0000  0.0007  0.0002  0.0005
