# ICODE=211, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.2
# NSAMPLE=10000000, Tblast=80, UPERPblast(x,y)=(0.8,0.8)
# BARYON_FUDGE=1
# ------- normalization=0.0403279 -----------------
#dely    BF
0.050  0.0784  0.0001
0.150  0.0737  0.0001
0.250  0.0666  0.0001
0.350  0.0552  0.0001
0.450  0.0408  0.0001
0.550  0.0267  0.0000
0.650  0.0168  0.0000
0.750  0.0086  0.0000
0.850  0.0066  0.0000
0.950  0.0054  0.0000
1.050  0.0051  0.0000
1.150  0.0039  0.0000
1.250  0.0037  0.0000
1.350  0.0034  0.0000
1.450  0.0022  0.0000
1.550  0.0019  0.0000
1.650  0.0015  0.0000
1.750  0.0009  0.0000
1.850  0.0007  0.0000
1.950  0.0005  0.0000
2.050  0.0003  0.0000
2.150  0.0002  0.0000
2.250  0.0000  0.0000
2.350  0.0001  0.0000
2.450  0.0001  0.0000
2.550  0.0000  0.0000
2.650  0.0000  0.0000
2.750  0.0000  0.0000
2.850 -0.0000 -0.0000
2.950 -0.0000 -0.0000
3.050  0.0000  0.0000
3.150  0.0000  0.0000
3.250  0.0000  0.0000
3.350 -0.0000 -0.0000
3.450  0.0000  0.0000
3.550  0.0000  0.0000
3.650  0.0000  0.0000
3.750  0.0000  0.0000
3.850  0.0000  0.0000
3.950  0.0000  0.0000
4.050  0.0000  0.0000
4.150  0.0000  0.0000
4.250  0.0000  0.0000
4.350  0.0000  0.0000
4.450  0.0000  0.0000
4.550  0.0000  0.0000
4.650  0.0000  0.0000
4.750  0.0000  0.0000
4.850  0.0000  0.0000
4.950  0.0000  0.0000
5.050  0.0000  0.0000
5.150  0.0000  0.0000
5.250  0.0000  0.0000
5.350  0.0000  0.0000
5.450  0.0000  0.0000
5.550  0.0000  0.0000
5.650  0.0000  0.0000
5.750  0.0000  0.0000
5.850  0.0000  0.0000
5.950  0.0000  0.0000
6.050  0.0000  0.0000
6.150  0.0000  0.0000
6.250  0.0000  0.0000
6.350  0.0000  0.0000
6.450  0.0000  0.0000
6.550  0.0000  0.0000
6.650  0.0000  0.0000
6.750  0.0000  0.0000
6.850  0.0000  0.0000
6.950  0.0000  0.0000
7.050  0.0000  0.0000
7.150  0.0000  0.0000
7.250  0.0000  0.0000
7.350  0.0000  0.0000
7.450  0.0000  0.0000
7.550  0.0000  0.0000
7.650  0.0000  0.0000
7.750  0.0000  0.0000
7.850  0.0000  0.0000
7.950  0.0000  0.0000
8.050  0.0000  0.0000
8.150  0.0000  0.0000
8.250  0.0000  0.0000
8.350  0.0000  0.0000
8.450  0.0000  0.0000
8.550  0.0000  0.0000
8.650  0.0000  0.0000
8.750  0.0000  0.0000
8.850  0.0000  0.0000
8.950  0.0000  0.0000
9.050  0.0000  0.0000
9.150  0.0000  0.0000
9.250  0.0000  0.0000
9.350  0.0000  0.0000
9.450  0.0000  0.0000
9.550  0.0000  0.0000
9.650  0.0000  0.0000
9.750  0.0000  0.0000
9.850  0.0000  0.0000
9.950  0.0000  0.0000
10.050  0.0000  0.0000
10.150  0.0000  0.0000
10.250  0.0000  0.0000
10.350  0.0000  0.0000
10.450  0.0000  0.0000
10.550  0.0000  0.0000
10.650  0.0000  0.0000
10.750  0.0000  0.0000
10.850  0.0000  0.0000
10.950  0.0000  0.0000
11.050  0.0000  0.0000
11.150  0.0000  0.0000
11.250  0.0000  0.0000
11.350  0.0000  0.0000
11.450  0.0000  0.0000
11.550  0.0000  0.0000
11.650  0.0000  0.0000
11.750  0.0000  0.0000
11.850  0.0000  0.0000
11.950  0.0000  0.0000
