# SIGMA_QGP=1, SIGMA_HAD=0.2
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.175, BARYON_FUDGE=0.65
# ------- normalization=0.241452 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3544  0.0001  0.0604  0.1136  0.1803
0.150  0.3286  0.0001  0.0568  0.1050  0.1667
0.250  0.2983  0.0001  0.0528  0.0949  0.1507
0.350  0.2668  0.0001  0.0489  0.0835  0.1344
0.450  0.2339  0.0001  0.0442  0.0719  0.1178
0.550  0.2010  0.0001  0.0397  0.0604  0.1009
0.650  0.1689  0.0001  0.0352  0.0493  0.0844
0.750  0.1402  0.0000  0.0310  0.0396  0.0696
0.850  0.1138  0.0000  0.0266  0.0308  0.0563
0.950  0.0900  0.0000  0.0225  0.0234  0.0440
1.050  0.0694  0.0000  0.0187  0.0173  0.0333
1.150  0.0520  0.0000  0.0153  0.0124  0.0242
1.250  0.0376  0.0000  0.0121  0.0086  0.0169
1.350  0.0260  0.0000  0.0091  0.0056  0.0112
1.450  0.0170  0.0000  0.0065  0.0035  0.0070
1.550  0.0102  0.0000  0.0043  0.0020  0.0039
1.650  0.0051  0.0000  0.0023  0.0009  0.0019
1.750  0.0014  0.0000  0.0007  0.0002  0.0005
