# SIGMA_QGP=1.0525, SIGMA_HAD=0.467626
# NSAMPLE=10000000, Tblast=80.1755, UPERPblast(x,y)=(0.7792,0.7792)
# SOVERUD=0.6998, QUARK_ENTROPY_RATIO=0.227, BARYON_FUDGE=0.7563
# ------- normalization=0.229627 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3194  0.0002  0.0794  0.0650  0.1750
0.150  0.2975  0.0002  0.0762  0.0602  0.1611
0.250  0.2727  0.0002  0.0700  0.0544  0.1483
0.350  0.2473  0.0002  0.0647  0.0483  0.1343
0.450  0.2207  0.0002  0.0594  0.0418  0.1195
0.550  0.1926  0.0002  0.0527  0.0354  0.1046
0.650  0.1647  0.0002  0.0456  0.0293  0.0899
0.750  0.1394  0.0002  0.0399  0.0239  0.0757
0.850  0.1155  0.0002  0.0354  0.0187  0.0614
0.950  0.0922  0.0001  0.0302  0.0143  0.0477
1.050  0.0735  0.0001  0.0254  0.0107  0.0374
1.150  0.0551  0.0001  0.0205  0.0077  0.0269
1.250  0.0403  0.0001  0.0160  0.0054  0.0190
1.350  0.0280  0.0001  0.0120  0.0035  0.0125
1.450  0.0187  0.0001  0.0086  0.0022  0.0079
1.550  0.0113  0.0000  0.0057  0.0012  0.0043
1.650  0.0056  0.0000  0.0030  0.0006  0.0020
1.750  0.0016  0.0000  0.0009  0.0002  0.0005
