# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.2
# NSAMPLE=10000000, Tblast=80, UPERPblast(x,y)=(0.8,0.8)
# BARYON_FUDGE=1
# ------- normalization=0.446121 -----------------
#dely    BF
0.050  0.7308  0.0016
0.150  0.7046  0.0016
0.250  0.6379  0.0015
0.350  0.5500  0.0014
0.450  0.4527  0.0013
0.550  0.3701  0.0012
0.650  0.2879  0.0010
0.750  0.2187  0.0009
0.850  0.1572  0.0008
0.950  0.1141  0.0007
1.050  0.0799  0.0006
1.150  0.0530  0.0004
1.250  0.0366  0.0004
1.350  0.0239  0.0003
1.450  0.0165  0.0003
1.550  0.0109  0.0002
1.650  0.0063  0.0002
1.750  0.0039  0.0001
1.850  0.0024  0.0001
1.950  0.0017  0.0001
2.050  0.0010  0.0001
2.150  0.0005  0.0000
2.250  0.0004  0.0000
2.350  0.0001  0.0000
2.450  0.0001  0.0000
2.550  0.0001  0.0000
2.650  0.0000  0.0000
2.750  0.0000  0.0000
2.850  0.0000  0.0000
2.950  0.0000  0.0000
3.050 -0.0000 -0.0000
3.150 -0.0000 -0.0000
3.250  0.0000  0.0000
3.350  0.0000  0.0000
3.450  0.0000  0.0000
3.550  0.0000  0.0000
3.650  0.0000  0.0000
3.750  0.0000  0.0000
3.850  0.0000  0.0000
3.950  0.0000  0.0000
4.050  0.0000  0.0000
4.150  0.0000  0.0000
4.250  0.0000  0.0000
4.350  0.0000  0.0000
4.450  0.0000  0.0000
4.550  0.0000  0.0000
4.650  0.0000  0.0000
4.750  0.0000  0.0000
4.850  0.0000  0.0000
4.950  0.0000  0.0000
5.050  0.0000  0.0000
5.150  0.0000  0.0000
5.250  0.0000  0.0000
5.350  0.0000  0.0000
5.450  0.0000  0.0000
5.550  0.0000  0.0000
5.650  0.0000  0.0000
5.750  0.0000  0.0000
5.850  0.0000  0.0000
5.950  0.0000  0.0000
6.050  0.0000  0.0000
6.150  0.0000  0.0000
6.250  0.0000  0.0000
6.350  0.0000  0.0000
6.450  0.0000  0.0000
6.550  0.0000  0.0000
6.650  0.0000  0.0000
6.750  0.0000  0.0000
6.850  0.0000  0.0000
6.950  0.0000  0.0000
7.050  0.0000  0.0000
7.150  0.0000  0.0000
7.250  0.0000  0.0000
7.350  0.0000  0.0000
7.450  0.0000  0.0000
7.550  0.0000  0.0000
7.650  0.0000  0.0000
7.750  0.0000  0.0000
7.850  0.0000  0.0000
7.950  0.0000  0.0000
8.050  0.0000  0.0000
8.150  0.0000  0.0000
8.250  0.0000  0.0000
8.350  0.0000  0.0000
8.450  0.0000  0.0000
8.550  0.0000  0.0000
8.650  0.0000  0.0000
8.750  0.0000  0.0000
8.850  0.0000  0.0000
8.950  0.0000  0.0000
9.050  0.0000  0.0000
9.150  0.0000  0.0000
9.250  0.0000  0.0000
9.350  0.0000  0.0000
9.450  0.0000  0.0000
9.550  0.0000  0.0000
9.650  0.0000  0.0000
9.750  0.0000  0.0000
9.850  0.0000  0.0000
9.950  0.0000  0.0000
10.050  0.0000  0.0000
10.150  0.0000  0.0000
10.250  0.0000  0.0000
10.350  0.0000  0.0000
10.450  0.0000  0.0000
10.550  0.0000  0.0000
10.650  0.0000  0.0000
10.750  0.0000  0.0000
10.850  0.0000  0.0000
10.950  0.0000  0.0000
11.050  0.0000  0.0000
11.150  0.0000  0.0000
11.250  0.0000  0.0000
11.350  0.0000  0.0000
11.450  0.0000  0.0000
11.550  0.0000  0.0000
11.650  0.0000  0.0000
11.750  0.0000  0.0000
11.850  0.0000  0.0000
11.950  0.0000  0.0000
